"County","Precinct","CST","REP","DEM","LIB","GRE"
"CUMBERLAND","CC27",5,640,1971,43,6
"IREDELL","DV1-B",6,5784,2624,61,18
"MOORE","WKWD",0,148,42,10,0
"GUILFORD","FR2",0,144,80,9,0
"LENOIR","T2",0,618,105,4,0
"BUNCOMBE","08.2",0,146,550,14,6
"GUILFORD","G62",0,95,85,0,0
"DURHAM","22",1,49,381,5,4
"HENDERSON","ES",5,1006,436,19,4
"DAVIDSON","58",3,1851,342,20,5
"CUMBERLAND","G8B",3,875,1042,40,5
"CATAWBA","17",0,741,451,17,6
"FORSYTH","052",2,556,495,9,2
"BUNCOMBE","66.1",1,151,254,6,0
"SURRY","DOB OS",7,4892,1235,25,3
"FORSYTH","053",5,1385,845,24,2
"ROCKINGHAM","LI",3,2223,739,14,2
"MECKLENBURG","057",1,614,701,14,3
"HAYWOOD","SA",1,987,428,12,1
"ONSLOW","RL09",3,3096,1171,73,8
"PITT","0800A",1,149,95,5,0
"GUILFORD","G41B",3,118,87,5,1
"ROCKINGHAM","LK-2",0,1617,910,15,3
"BERTIE","IW",0,7,55,0,0
"ALAMANCE","08N",3,1467,845,16,10
"GRANVILLE","BTNR",3,955,1215,12,4
"MECKLENBURG","225",6,761,809,13,6
"WAKE","ABSEN 121-128",0,9,6,0,0
"CHEROKEE","MURN",2,1122,431,8,9
"JOHNSTON","PROVIDENCE",10,5401,1664,54,2
"GREENE","BEAR",0,456,245,1,0
"MARTIN","HM",2,118,105,2,0
"CABARRUS","10-00",4,845,156,13,2
"ORANGE","UNC",0,47,86,4,2
"WAYNE","2530",0,151,134,1,1
"ORANGE","GB",1,202,159,6,0
"MADISON","BEECH",3,1369,710,16,7
"DAVIE","TRANSFER",0,0,0,0,0
"CARTERET","MHD1",2,1275,630,20,2
"ROWAN","45",0,560,450,5,7
"CHATHAM","6",2,564,97,0,0
"UNION","038B",3,1200,811,20,3
"ALEXANDER","T2T3",1,1598,584,14,3
"GUILFORD","SF4",1,339,134,12,2
"SURRY","11",1,168,54,1,0
"DAVIDSON","86A",3,1372,759,28,7
"CUMBERLAND","G4C",3,372,953,19,6
"CLEVELAND","SHANGI",1,1517,568,13,1
"CABARRUS","12-04",2,212,140,7,2
"BERTIE","ABSENTEE BY MAIL",1,153,612,5,5
"MECKLENBURG","139.1",1,1178,1095,24,8
"ROBESON","01",0,530,173,3,0
"DURHAM","OS SHS",10,1279,6532,34,16
"GUILFORD","H07",0,30,172,2,1
"NASH","P22A",1,18,223,1,4
"NEW HANOVER","W30",2,427,825,25,2
"PENDER","RP20",1,809,578,17,6
"MARTIN","PP",0,57,20,0,0
"LEE","B1",1,359,85,3,1
"CATAWBA","33",8,2485,845,21,5
"SCOTLAND","03",1,194,125,4,2
"CATAWBA","05",3,1878,605,16,6
"CABARRUS","OS KTD",8,7831,5810,99,22
"DUPLIN","CYCK",0,364,41,2,0
"JOHNSTON","PR10A",1,169,150,9,1
"NEW HANOVER","CF02",2,411,321,13,2
"SAMPSON","KFRK",0,831,529,5,3
"DAVIDSON","42",5,1547,153,6,3
"BUNCOMBE","12.1",0,100,540,10,5
"GRANVILLE","CRDM",1,1861,2024,39,12
"CUMBERLAND","G7B",1,716,242,8,1
"CUMBERLAND","CC34",2,897,743,29,3
"MECKLENBURG","035",0,473,696,8,1
"YANCEY","09 SOU",2,865,677,5,6
"CHATHAM","21",1,713,660,13,1
"ROCKINGHAM","WS",11,3400,1533,33,7
"WAKE","19-18",2,280,125,19,1
"CABARRUS","02-03",0,461,225,18,4
"RICHMOND","12",0,165,77,1,0
"CHEROKEE","HOTH",2,871,231,6,4
"FORSYTH","505",1,314,997,3,4
"HALIFAX","SN",0,103,190,0,0
"NORTHAMPTON","OS SEVERN",1,266,348,1,0
"HENDERSON","OS FLAT ROCK",0,0,0,0,0
"COLUMBUS","P04",0,167,93,0,2
"LENOIR","K7",1,229,1011,7,2
"GUILFORD","G24",0,55,77,4,2
"GUILFORD","FR3",1,135,69,3,0
"BUNCOMBE","36.1",0,195,262,12,1
"ASHE","12",0,366,146,3,1
"WAKE","OSLH 41-80",4,1564,2907,50,6
"BEAUFORT","BELHAVEN OS",4,895,492,5,1
"HARNETT","PR24",4,605,173,10,1
"LINCOLN","LW18",0,134,35,4,0
"FORSYTH","905",3,518,1536,22,2
"MECKLENBURG","204.1",5,534,2841,18,8
"ALEXANDER","S1S2",2,1756,372,15,1
"DURHAM","04",1,34,103,5,1
"MECKLENBURG","018",0,519,485,9,1
"HALIFAX","OS HALIFAX",2,952,3239,0,2
"BUNCOMBE","34.1",3,131,242,6,2
"RUTHERFORD","09A",3,2201,398,10,6
"FORSYTH","702",2,335,899,15,5
"SAMPSON","CLEM",0,844,303,6,0
"WAKE","01-11",0,270,147,8,0
"ALAMANCE","07",1,1996,581,20,9
"BUNCOMBE","WACC",3,1413,6023,45,39
"NEW HANOVER","CF01",2,540,635,18,3
"BURKE","0022",0,1114,321,7,3
"TRANSYLVANIA","TC7",5,965,368,13,3
"MECKLENBURG","237",2,489,2007,29,8
"STOKES","02",0,578,91,4,0
"HERTFORD","UN",0,84,56,0,0
"LENOIR","T1",0,848,157,0,0
"GUILFORD","SDRI",0,541,187,12,2
"WAKE","10-01",1,184,57,1,0
"CLEVELAND","MRB-YO",2,968,221,9,2
"SURRY","30",1,273,84,5,1
"MECKLENBURG","028",0,216,1086,5,4
"MOORE","VSS",1,156,35,5,3
"COLUMBUS","P10",0,587,51,0,0
"WAYNE","04",0,336,100,5,1
"MECKLENBURG","205",5,716,1723,16,4
"COLUMBUS","P16B",2,864,382,4,1
"JOHNSTON","CLAYTON",17,9411,7626,154,32
"YADKIN","NLIB",1,398,94,7,1
"MECKLENBURG","120",2,235,1053,14,9
"MECKLENBURG","074",3,942,981,16,4
"JONES","PROVISIONAL",0,9,10,1,0
"STANLY","0013",2,1223,298,14,1
"GUILFORD","CG3B",0,163,104,3,1
"MECKLENBURG","029",0,275,895,14,3
"GASTON","13",1,1381,873,13,7
"MACON","08",0,110,16,0,0
"RICHMOND","08",0,233,245,0,1
"WAKE","20-11",4,395,211,12,1
"PASQUOTANK","NORTH",0,134,129,6,2
"WAKE","01-36",0,212,119,5,0
"ROBESON","02",3,771,714,3,1
"ROBESON","09",1,526,396,3,2
"CUMBERLAND","LR63",10,748,2438,45,15
"TRANSYLVANIA","CM",2,347,341,6,1
"ROWAN","36",5,811,1238,15,10
"PENDER","LT18",8,2568,1021,42,3
"NEW HANOVER","H10",2,443,640,24,7
"WAKE","01-40",0,65,400,2,0
"BRUNSWICK","08",6,2626,1810,37,5
"GUILFORD","ONE-STOP",229,73211,115511,1194,377
"HALIFAX","ENF 2",0,21,229,1,0
"PITT","0101",1,309,210,12,4
"CATAWBA","40",1,708,467,12,5
"MOORE","NSP",0,230,138,9,0
"FORSYTH","301",2,21,538,3,3
"BURKE","0062",1,481,158,4,2
"DUPLIN","WARS",0,131,207,1,4
"DURHAM","OS MSUMC",7,4232,4440,66,13
"RANDOLPH","LC",1,1490,323,8,7
"BUNCOMBE","40.2",3,454,442,18,7
"FORSYTH","404",3,270,1585,20,5
"DUPLIN","CFRK",0,263,15,4,0
"JOHNSTON","PR27A",1,122,91,2,0
"WAKE","PROVI 41-80",1,164,262,6,3
"ROWAN","15",2,2069,622,26,7
"IREDELL","EM",1,816,168,1,1
"CARTERET","NPT1",9,1913,659,28,5
"GUILFORD","G64",0,108,207,3,1
"HOKE","04",2,423,315,6,2
"WAKE","OSBR 121-128",0,0,0,0,0
"BUNCOMBE","20.1",2,42,285,6,1
"HAYWOOD","HA",0,410,205,14,3
"RANDOLPH","LB",4,1362,732,12,3
"GUILFORD","JAM2",1,117,65,4,2
"ROBESON","21",2,855,611,10,3
"MOORE","EUR-WP",0,565,100,18,1
"FORSYTH","306",0,155,855,7,4
"HENDERSON","SB",3,1586,437,16,12
"ALAMANCE","1210",3,636,760,12,7
"BRUNSWICK","17",2,3312,1944,16,8
"MECKLENBURG","236",3,2320,1230,32,7
"GUILFORD","G54",0,46,257,1,1
"EDGECOMBE","1202",1,5,195,1,0
"CATAWBA","16",6,1090,808,20,5
"ROBESON","29",2,375,568,0,2
"JACKSON","CFK",1,279,185,10,4
"PITT","0800B",0,152,89,5,0
"MECKLENBURG","207",5,2051,1559,29,6
"LENOIR","K4",3,957,1084,9,0
"ONSLOW","BM08",7,2313,2383,90,10
"WILKES","PROVISIONAL",0,102,11,0,0
"ALAMANCE","03S",12,2624,2710,58,20
"GASTON","42",1,1588,721,16,1
"GUILFORD","SUM2",0,111,144,5,2
"DURHAM","47",0,22,135,1,1
"STOKES","15",0,276,48,2,0
"MECKLENBURG","063",1,320,987,9,2
"GASTON","34",5,1472,301,9,0
"ROBESON","33",0,217,146,4,0
"BEAUFORT","TRANSFER",0,0,0,0,0
"WAKE","20-09",1,254,151,15,1
"STOKES","01",0,183,23,0,0
"ROWAN","33",1,1340,175,10,3
"LINCOLN","CITY OS",7,4277,2004,43,11
"CHEROKEE","CSON",2,547,134,3,2
"EDGECOMBE","TRANSFER",0,0,0,0,0
"UNION","043",1,96,529,2,1
"MONTGOMERY","WAD",0,168,199,0,0
"ROBESON","40",1,192,181,1,1
"IREDELL","DV2-A",5,2491,1061,37,6
"MOORE","PDN",0,295,107,14,0
"CHATHAM","18",4,1242,651,22,5
"GRANVILLE","EAOX",1,464,997,7,8
"BLADEN","MAIL ABSENTEE",4,551,792,8,2
"CASWELL","PELH",1,1573,659,10,2
"FORSYTH","403",1,87,981,2,7
"PITT","1102B",1,490,168,12,2
"MECKLENBURG","PROVISIONAL",4,295,598,12,4
"ROBESON","20",0,471,327,2,1
"WAKE","01-21",1,149,295,12,3
"SAMPSON","CLNE",2,980,567,6,1
"IREDELL","BA",6,3080,1062,34,7
"NASH","P16A",0,126,131,0,0
"LENOIR","K5",2,229,780,2,2
"GUILFORD","SUM3",0,236,53,2,0
"WAKE","01-07A",0,24,58,0,0
"JOHNSTON","PR33",1,341,85,8,1
"WILSON","PRWJ",2,1134,1674,19,2
"CUMBERLAND","G11B",4,884,862,77,9
"CUMBERLAND","CC29",6,459,1024,18,5
"PENDER","NB02",2,1101,560,9,4
"MECKLENBURG","134",4,2237,2245,62,16
"GREENE","BULL",1,348,295,2,0
"GUILFORD","STOK",0,526,91,9,0
"FORSYTH","602",6,1201,2172,41,5
"WAKE","07-09",1,199,173,8,0
"CUMBERLAND","CC10",4,324,478,7,3
"WAKE","17-03",0,253,300,14,2
"IREDELL","TB",1,1397,502,14,1
"STANLY","0024",2,2465,507,21,3
"MECKLENBURG","128",3,570,1259,18,2
"NORTHAMPTON","GASTON",0,109,162,0,0
"HYDE","TRANSFER",0,0,0,0,0
"MOORE","PHB1",2,223,64,3,0
"MECKLENBURG","067",1,476,483,7,0
"BLADEN","PROVISIONAL",0,28,18,0,0
"GUILFORD","G60",0,63,133,3,2
"SURRY","17",0,157,26,2,0
"CUMBERLAND","G4B",2,703,609,12,5
"ANSON","BURN",1,821,238,4,0
"WAKE","01-14",0,128,212,12,1
"EDGECOMBE","0103",0,193,119,1,0
"WAKE","OSWA 121-128",0,1,0,0,0
"FORSYTH","034",2,1120,671,9,4
"ORANGE","WC",3,217,144,4,1
"WILKES","118",3,183,114,6,0
"RICHMOND","11",0,112,62,3,2
"UNION","020A",5,2601,2177,49,14
"FORSYTH","081",1,936,1676,22,7
"GUILFORD","FEN2",1,218,79,7,0
"GUILFORD","NCLAY1",1,233,91,5,1
"WAKE","01-44",1,163,216,7,2
"HAYWOOD","TRANSFER",0,0,0,0,0
"SURRY","ABSENTEE",9,2413,2506,38,13
"ALAMANCE","04",5,2449,710,17,9
"GASTON","41",4,2000,793,21,4
"MECKLENBURG","072",1,442,551,10,1
"MONTGOMERY","ELD",0,993,252,9,0
"WAKE","04-21",0,118,178,7,2
"BUNCOMBE","28.1",0,57,500,7,5
"WILKES","105",0,410,40,4,0
"GUILFORD","GIB",3,240,130,5,2
"FORSYTH","054",1,1240,982,14,2
"DAVIDSON","OS BOE",0,0,0,0,0
"HALIFAX","HAL",0,50,87,0,0
"ASHE","06",0,289,94,3,1
"HENDERSON","ED",3,1433,462,12,1
"POLK","GC09",2,470,82,1,2
"FORSYTH","504",2,141,689,3,5
"SURRY","10",0,237,10,0,0
"UNION","028D",8,2264,1831,42,4
"CAMDEN","SM",2,556,90,10,1
"GASTON","06",2,307,872,4,3
"POLK","CL07",0,208,41,4,3
"NEW HANOVER","PROVISIONAL",0,0,0,0,0
"BUNCOMBE","57.1",2,392,536,7,1
"MECKLENBURG","021",0,472,912,19,4
"DARE","HAT",0,149,48,2,0
"DURHAM","OS NRL",14,3342,8472,87,22
"PENDER","UT14",4,2601,1083,46,8
"HENDERSON","SM",8,1853,622,20,1
"COLUMBUS","P17",0,306,515,2,0
"WILSON","PRWP",2,821,569,10,1
"BEAUFORT","BELHV",0,164,85,3,1
"MECKLENBURG","206",4,1425,2280,36,2
"HAYWOOD","BE-1",0,656,191,9,4
"MECKLENBURG","218",2,1137,644,22,2
"UNION","012",5,1855,274,15,5
"UNION","025",1,1208,376,7,2
"ORANGE","RF",0,34,87,4,1
"LINCOLN","LB34",0,376,69,4,5
"WAKE","OSRB 121-128",0,0,0,0,0
"GUILFORD","G51",0,93,171,5,1
"PASQUOTANK","PRO",3,558,146,13,1
"GUILFORD","G49",0,44,102,3,2
"CURRITUCK","PROVISIONAL",0,32,7,0,0
"MARTIN","W",1,191,41,2,0
"LINCOLN","DW28",0,258,44,7,0
"SAMPSON","AUTR",3,1034,230,7,1
"DAVIE","10",1,1410,404,15,2
"HAYWOOD","FC-1",0,388,131,4,1
"CUMBERLAND","AH49",1,688,1655,24,8
"NEW HANOVER","W21",2,428,796,18,4
"BUNCOMBE","REYV",9,1897,4327,60,9
"RANDOLPH","PR",4,3799,666,31,9
"DARE","FRCO",0,96,33,2,0
"MECKLENBURG","010",0,592,1080,13,3
"MECKLENBURG","239",3,559,1663,12,8
"NEW HANOVER","ABSENTEE",0,0,0,0,0
"JACKSON","BCK",2,690,337,12,6
"BUNCOMBE","BMBL",8,2837,3644,53,20
"EDGECOMBE","0101",0,41,144,3,2
"JACKSON","SCC",3,848,491,15,3
"WATAUGA","14",0,198,119,11,2
"WAKE","19-12",5,482,236,11,5
"MECKLENBURG","140",3,1702,1650,30,11
"ROWAN","31",3,960,315,9,2
"MECKLENBURG","083",4,639,1358,16,7
"NEW HANOVER","ONE STOP GVT",7,5169,6359,117,42
"LENOIR","SH",1,457,101,3,0
"STOKES","ONE STOP KING",7,7282,1403,61,11
"DUPLIN","SMCA",1,212,42,3,0
"DURHAM","48",1,26,55,6,1
"FORSYTH","705",1,597,1226,15,6
"FORSYTH","074",5,1324,1533,28,8
"MECKLENBURG","033",1,300,953,6,5
"WAKE","OSTA 81-120",0,153,470,4,0
"ROWAN","39",2,651,685,12,4
"GASTON","28",1,2027,1149,35,8
"WATAUGA","12",1,60,89,5,4
"BUNCOMBE","SBBL",11,4047,4572,88,31
"MECKLENBURG","068",3,303,810,7,2
"WILKES","106",0,254,46,0,0
"WAKE","01-02",0,119,128,4,3
"HALIFAX","HOL",0,59,272,1,0
"PITT","OS FARMVILLE",4,2120,2095,15,5
"YADKIN","NKNB",2,618,131,9,1
"NEW HANOVER","W12",0,221,373,7,2
"AVERY","14",0,142,15,0,0
"CHEROKEE","ANNW",4,871,269,3,5
"ORANGE","EH",0,39,51,3,1
"STANLY","0021",1,998,144,2,0
"MECKLENBURG","092",4,850,879,21,6
"SURRY","16",0,212,46,0,0
"HERTFORD","A1",0,84,147,0,0
"JONES","ABSENTEE",1,202,238,5,1
"CUMBERLAND","G9A",1,1010,1086,26,5
"WAKE","01-10",0,166,158,5,0
"CLAY","HAY2",3,786,305,8,4
"CABARRUS","12-08",0,147,103,2,1
"WAKE","20-17",0,232,168,8,1
"WAKE","04-08",1,174,196,10,0
"GASTON","14",4,560,375,7,2
"MACON","ONE STOP HOS",1,1048,665,16,1
"FORSYTH","304",3,44,1374,1,5
"GUILFORD","G35",0,86,43,5,0
"BUNCOMBE","50.1",3,398,181,5,2
"DARE","EL",0,38,9,1,0
"IREDELL","DV2-B",8,2763,1789,52,6
"CALDWELL","PR17",0,134,60,2,0
"JOHNSTON","PR12A",1,353,174,12,3
"LENOIR","K2",2,25,552,1,0
"MECKLENBURG","061",3,371,991,7,5
"JOHNSTON","PR35",0,386,150,15,0
"WAKE","18-04",0,387,197,13,0
"CURRITUCK","CH",2,616,87,20,2
"CURRITUCK","MY",2,1190,191,35,5
"MECKLENBURG","088",1,794,916,23,3
"FORSYTH","204",2,78,985,10,7
"CRAVEN","VE14",3,2065,1193,20,6
"CARTERET","BCRK",3,1198,320,9,3
"GUILFORD","SWASH",1,178,32,2,0
"GUILFORD","G40B",0,108,93,2,0
"MECKLENBURG","091",3,1515,1350,39,10
"WAKE","ABSEN 81-120",10,2001,6750,84,19
"WAKE","13-07",1,153,208,3,0
"WILKES","109",0,254,51,1,0
"WAKE","12-06",3,209,108,7,2
"MECKLENBURG","002",2,521,1428,23,6
"WATAUGA","05",0,43,60,8,1
"PITT","0200B",1,180,213,3,1
"TRANSYLVANIA","CC",2,1243,582,19,3
"HALIFAX","BUTWD",0,58,28,0,1
"CUMBERLAND","G5C",3,480,1008,20,9
"FORSYTH","807",1,760,871,14,4
"WAKE","01-18",2,208,154,8,1
"WAKE","01-01",0,74,125,5,1
"HENDERSON","RR",3,457,190,5,3
"WAKE","03-00",0,508,244,19,3
"LENOIR","K3",1,185,724,5,2
"WAKE","04-04",1,120,142,2,0
"JOHNSTON","PR10B",0,195,85,3,0
"WAKE","08-08",2,298,175,15,2
"MECKLENBURG","216",4,1513,1470,39,9
"CURRITUCK","GW",0,180,25,3,0
"ROCKINGHAM","MA",3,2272,861,14,3
"LEE","OS MCSWAIN",12,8394,3643,69,19
"WAKE","19-21",1,271,155,13,0
"ORANGE","ABSENTEE",18,2594,23097,163,72
"CLEVELAND","KM N",13,2407,1233,27,8
"GASTON","02",1,656,947,18,6
"DURHAM","PROVISIONAL",2,103,288,6,4
"YANCEY","08 CRA",5,1411,559,12,5
"BUNCOMBE","38.2",1,212,227,5,3
"SAMPSON","KEEN",1,695,260,7,0
"BUNCOMBE","TCRK",3,2394,3459,53,10
"CABARRUS","02-01",1,259,98,6,0
"PITT","1507",0,135,154,6,2
"CARTERET","MHD4",2,1676,664,19,1
"WAKE","OSWO 121-128",0,0,0,0,0
"WAKE","01-23",1,134,219,4,8
"CATAWBA","24",5,2424,840,23,9
"CABARRUS","TRANSFER",0,0,0,0,0
"ALLEGHANY","01",0,165,29,1,0
"PITT","1508A",0,104,58,8,1
"GUILFORD","G25",2,152,125,5,0
"GASTON","29",3,2666,1261,31,9
"CLEVELAND","OAKGRV",3,2227,575,28,1
"TYRRELL","14",0,36,1,0,0
"GUILFORD","G42B",0,65,64,0,1
"MACON","PROVISIONAL",0,37,5,0,0
"WAKE","01-16",1,151,139,7,1
"WATAUGA","20",0,129,75,3,0
"DARE","KDH",2,436,187,19,4
"GUILFORD","NDRI",2,301,66,1,0
"WAYNE","24",0,484,64,10,1
"BUNCOMBE","41.1",4,456,334,14,3
"CHATHAM","42",2,1016,810,17,6
"CABARRUS","ABSENTEE",30,7184,14166,212,84
"WAKE","06-05",2,236,92,8,0
"ORANGE","OS CARRBORO",8,924,7490,48,37
"WAKE","OSLL 1-40",17,5004,8497,134,29
"CALDWELL","PROVISIONAL",0,112,34,1,0
"GASTON","38",1,1964,367,12,2
"MECKLENBURG","079",1,392,963,5,7
"RANDOLPH","RM",0,1535,619,12,2
"FORSYTH","033",2,773,1147,11,3
"ROBESON","12",0,444,797,5,2
"WAKE","OSOP 41-80",4,2121,2751,45,4
"HYDE","BM",0,153,8,1,0
"CARTERET","MHD3",4,1842,810,22,8
"CALDWELL","PR16",0,75,62,1,0
"BRUNSWICK","12",1,1849,707,10,2
"FORSYTH","051",7,1424,1070,32,6
"LINCOLN","EAST OS",17,12346,3850,103,20
"RUTHERFORD","10A",2,817,192,9,0
"NEW HANOVER","CF05",3,309,483,15,5
"HARNETT","OS ERWIN",9,6729,3041,59,8
"TRANSYLVANIA","B1",2,534,883,18,3
"PERQUIMANS","BETHEL",2,1485,639,9,9
"MOORE","TLT",0,35,119,1,1
"FORSYTH","031",3,993,668,11,2
"RICHMOND","04",0,119,120,3,0
"PERSON","OLHI",1,1002,357,8,1
"RUTHERFORD","28",0,881,321,7,2
"BRUNSWICK","20",3,2164,765,20,5
"GUILFORD","G42A",0,151,87,3,0
"DURHAM","18",1,31,201,4,1
"NASH","P07A",0,199,40,1,0
"CUMBERLAND","CC07",4,428,362,14,2
"CHEROKEE","UNKA",2,351,91,0,1
"NEW HANOVER","FP07",3,641,752,14,5
"GASTON","43",3,2381,1098,30,13
"CLEVELAND","BETHWR",1,1138,324,12,3
"CAMDEN","CH",0,283,62,10,0
"GASTON","16",4,2411,1319,35,9
"ROWAN","42",2,54,840,3,3
"CUMBERLAND","CC32",1,175,694,14,1
"CABARRUS","PROVISIONAL",2,227,175,8,2
"ORANGE","OS EFLAND",8,4267,3460,61,9
"CUMBERLAND","AL51",5,2776,1345,41,7
"JOHNSTON","PR11B",2,263,155,6,4
"FORSYTH","075",1,409,189,14,2
"BUNCOMBE","52.1",6,378,382,9,3
"DAVIE","05",1,1481,345,9,3
"CRAVEN","N2",1,352,1166,7,4
"HARNETT","ABSENTEE",14,3545,5117,147,39
"COLUMBUS","P06",1,532,152,1,0
"MECKLENBURG","053",3,177,1637,19,5
"WAKE","OSKD 121-128",0,0,0,0,0
"BUNCOMBE","33.3",2,209,290,9,3
"MCDOWELL","CCREEK",3,1099,451,17,6
"WAKE","01-38",0,133,143,8,3
"PERQUIMANS","WEST H",1,419,228,6,0
"WILKES","123",0,353,34,1,2
"GUILFORD","H13",4,158,96,5,1
"CALDWELL","PR14",1,228,50,4,0
"BUNCOMBE","LSKY",7,3262,2496,37,12
"WAKE","04-11",1,86,98,3,1
"LENOIR","K8",0,22,666,3,1
"NORTHAMPTON","JARE",0,45,43,0,0
"HENDERSON","HC",4,1564,630,26,7
"ROBESON","36",1,363,348,0,1
"COLUMBUS","P03",0,305,90,0,0
"WAKE","16-05",0,240,144,4,1
"CABARRUS","04-08",1,199,85,1,2
"CALDWELL","PR32",0,423,66,5,2
"ONSLOW","GB12",4,2513,1025,71,8
"LINCOLN","LW31",1,273,56,7,2
"HYDE","OS OCK",0,85,254,2,1
"BUNCOMBE","33.2",0,159,197,1,2
"CLEVELAND","S S",4,2315,2057,23,13
"WAKE","01-25",0,11,71,3,0
"RANDOLPH","AE",7,1672,1472,26,10
"BUNCOMBE","62.1",1,281,525,11,1
"BUNCOMBE","51.2",0,270,257,8,3
"ORANGE","CW",1,565,127,10,0
"LEE","E1",3,358,108,12,0
"RUTHERFORD","19",0,1223,293,4,3
"JOHNSTON","ARCHER LODGE",19,9540,4525,148,23
"WILKES","128",1,527,80,1,2
"CHATHAM","30",1,845,641,10,6
"CARTERET","STEL",1,1027,249,24,5
"CUMBERLAND","CU02",1,593,767,11,6
"PENDER","CL05",2,438,729,6,3
"HAYWOOD","ABSENTEE",7,1905,4158,42,16
"PITT","OS COMM SCHOOLS",14,7388,5202,84,23
"NEW HANOVER","ONE STOP PVL",14,4711,4393,96,12
"WAKE","19-15",0,216,136,10,0
"BERTIE","C2",0,32,73,0,0
"JOHNSTON","PR26",0,104,122,6,2
"HAYWOOD","WW",2,704,355,13,1
"SURRY","05",1,316,43,2,1
"WAKE","ABSEN 1-40",196,27979,100155,1548,423
"STANLY","0015",1,643,392,5,0
"HYDE","SLAD",0,105,49,0,2
"UNION","007",4,1828,1014,24,1
"IREDELL","CH-B",4,1633,576,24,6
"BUNCOMBE","14.3",1,76,214,6,3
"ALAMANCE","10S1",13,2090,2598,45,16
"CRAVEN","N1",0,616,934,15,4
"CATAWBA","01",3,2385,434,13,3
"SAMPSON","LAKE",4,787,1203,10,1
